bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_renovated,lat,sqft_living15,sqft_lot15,price
3.0,1.0,1190.0,9199.0,1.0,0.0,0.0,2.0,1190.0,0.0,0.0,47.4258,1190.0,9364.0,228000
5.0,2.5,3150.0,9134.0,1.0,0.0,0.0,3.0,1640.0,1510.0,0.0,47.4934,1990.0,9133.0,345000
3.0,1.75,1410.0,4080.0,1.0,0.0,0.0,2.5,1000.0,410.0,0.0,47.6808,1410.0,4080.0,600000
2.0,1.75,1980.0,8550.0,1.0,0.0,0.0,2.0,990.0,990.0,0.0,47.6989,1480.0,6738.0,585000
5.0,2.25,2730.0,6000.0,1.5,0.0,0.0,3.0,2130.0,600.0,0.0,47.6571,1840.0,6000.0,920000
4.0,2.5,2830.0,5000.0,2.0,0.0,0.0,3.0,2830.0,0.0,0.0,47.6597,1950.0,5000.0,885000
4.0,2.5,2250.0,7620.0,2.0,0.0,0.0,2.0,2250.0,0.0,0.0,47.3663,2250.0,4500.0,292500
3.0,2.5,2420.0,4750.0,2.0,0.0,0.0,3.0,2420.0,0.0,0.0,47.3663,2690.0,4750.0,301000
5.0,3.25,3250.0,14342.0,2.0,0.0,4.0,3.0,3250.0,0.0,0.0,47.588,2960.0,11044.0,951000
4.0,3.0,1850.0,9976.0,1.4907683290187075,0.0,0.0,3.0,1850.0,0.0,0.0,47.5059,2270.0,8542.0,430000
3.0,2.25,2150.0,7620.0,1.0,0.0,3.0,3.0,1590.0,560.0,0.0,47.4336,2570.0,18900.0,650000
3.0,1.75,1260.0,8400.0,1.0,0.0,0.0,2.0,1260.0,0.0,0.0,47.4366,1290.0,8750.0,289000
3.0,1.75,2519.0,8690.0,2.0,0.0,0.0,2.5,2519.0,0.0,0.0,47.4428,2500.0,9500.0,505000
3.0,1.75,1540.0,1044.0,3.0,0.0,0.0,3.0,1540.0,0.0,0.0,47.6765,1580.0,3090.0,549000
3.0,2.25,1660.0,6000.0,1.0,0.0,0.0,2.0,1110.0,550.0,0.0,47.6113,1440.0,4080.0,425000
3.0,2.75,2770.0,3809.0,1.5,0.0,0.0,2.0,1770.0,1000.0,0.0,47.5747,1440.0,4000.0,317625
4.0,2.25,2720.0,11049.0,2.0,0.0,0.0,3.0,2720.0,0.0,0.0,47.5815,2750.0,11049.0,975000
4.0,2.5,2240.0,4648.0,2.0,0.0,0.0,2.0,2240.0,0.0,0.0,47.3378,2221.0,4557.0,287000
3.0,1.0,1000.0,12070.0,1.0,0.0,0.0,2.0,1000.0,0.0,0.0,47.5717,1010.0,12635.0,204000
5.0,2.25,3200.0,20158.0,1.0,0.0,0.0,3.0,1600.0,1600.0,0.0,47.6303,3390.0,20158.0,1325000
5.0,3.25,4770.0,50094.0,1.0,0.0,0.0,4.0,3070.0,1700.0,0.0,47.6525,1840.0,38917.0,1040000
3.0,2.0,1260.0,5612.0,1.0,0.0,0.0,2.0,1260.0,0.0,0.0,47.7362,1640.0,4745.0,325000
4.0,2.0,2750.0,7807.0,1.5,0.0,0.0,2.0,2250.0,500.0,0.0,47.7168,1510.0,7807.0,571000
4.0,2.5,2380.0,5000.0,2.0,0.0,0.0,3.0,2380.0,0.0,0.0,47.3608,2420.0,5000.0,360000
3.0,1.75,1790.0,50529.0,1.0,0.0,0.0,2.0,1090.0,700.0,0.0,47.3511,1940.0,50529.0,349000
4.0,4.0,1910.0,35102.0,2.0,0.0,0.0,3.0,2390.0,1040.0,0.0,47.5822,3240.0,35020.0,832500
4.0,1.75,1760.0,7300.0,1.0,0.0,0.0,2.0,880.0,880.0,0.0,47.6034,1680.0,7500.0,380000
3.0,1.0,1040.0,5060.0,1.0,0.0,0.0,2.0,1040.0,293.1881173594132,0.0,47.5636,890.0,5060.0,480000
3.0,1.0,1410.0,5060.0,1.0,0.0,0.0,2.0,910.0,500.0,0.0,47.7073,1130.0,5693.0,410000
4.0,2.5,3450.0,39683.0,2.0,0.0,0.0,3.0,3450.0,0.0,0.0,47.5717,3350.0,39750.0,720000
3.0,2.5,2350.0,5100.0,2.0,0.0,0.0,3.0,2350.0,0.0,0.0,47.3512,2350.0,5363.0,390000
4.0,2.5,1900.0,5889.0,2.0,0.0,0.0,2.0,1900.0,293.1881173594132,0.0,47.5717,1840.0,7620.0,360000
3.0,1.0,2020.0,6720.0,1.0,0.0,0.0,2.0,1010.0,1010.0,0.0,47.5717,1720.0,6720.0,355000
3.0,1.5,1680.0,8712.0,1.0,0.0,0.0,3.0,1680.0,0.0,0.0,47.4811,1850.0,8797.0,356000
3.0,1.0,960.0,6634.0,1.0,0.0,0.0,1.0,960.0,0.0,0.0,47.7264,1570.0,7203.0,315000
3.0,1.5,2140.0,3600.0,2.0,0.0,0.0,3.0,1900.0,240.0,0.0,47.6337,2020.0,4800.0,940000
5.0,2.25,2660.0,8400.0,1.5,0.0,0.0,2.0,2660.0,0.0,0.0,47.2909,1590.0,8165.0,305000
3.0,3.25,2770.0,6278.0,2.0,0.0,0.0,2.5,1980.0,790.0,0.0,47.5228,1900.0,7349.0,461000
2.0,2.25,1610.0,2040.0,2.0,0.0,0.0,2.0,1610.0,0.0,0.0,47.518,1950.0,2025.0,215000
2.0,1.75,1030.0,1066.0,2.0,0.0,0.0,2.0,765.0,265.0,0.0,47.5717,1030.0,1106.0,335000
4.0,2.25,1980.0,7403.0,2.0,0.0,0.0,2.0,1980.0,0.0,0.0,47.2897,1980.0,7510.0,243500
5.0,2.75,3520.0,6353.0,2.0,0.0,0.0,3.0,3520.0,0.0,0.0,47.6506,2520.0,6250.0,1099880
3.0,1.0,1200.0,10500.0,1.0,0.0,0.0,2.0,1200.0,0.0,0.0,47.321999999999996,1350.0,10500.0,153000
3.0,2.25,1580.0,5000.0,1.0,0.0,0.0,3.0,1290.0,290.0,0.0,47.687,1570.0,4500.0,430000
3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,1290.0,293.1881173594132,0,47.687,1570.0,4500.0,700000
4.0,2.5,3300.0,10250.0,1.0,0.0,0.0,2.0,2390.0,910.0,1,47.5873,1950.0,6045.0,905000
3.0,1.75,1960.0,15681.0,1.0,0.0,0.0,2.0,1960.0,0.0,0.0,47.3576,1750.0,15616.0,247500
4.0,1.5,1160.0,6400.0,1.0,0.0,0.0,2.0,1160.0,0.0,0.0,47.5717,1160.0,6400.0,199000
3.0,1.75,1810.0,41800.0,1.0,0.0,0.0,2.0,1210.0,600.0,0.0,47.4109,1650.0,135036.0,314000
3.0,2.5,2320.0,36847.0,2.0,0.0,2.0,3.0,1560.0,0.0,0.0,47.4838,2550.0,35065.0,437500
3.0,2.5,2070.0,13241.0,1.5,0.0,0.0,3.0,1270.0,800.0,0.0,47.6415,2200.0,7620.0,850830
3.0,2.0,1980.0,3478.0,1.5,0.0,0.0,2.0,1440.0,540.0,0.0,47.6775,1610.0,3478.0,555000
3.0,2.25,2190.0,107593.0,2.0,0.0,0.0,3.0,2190.0,0.0,0.0,47.7731,2570.0,7620.0,699950
3.0,2.5,2920.0,8113.0,2.0,0.0,0.0,3.0,2920.0,0.0,1,47.5814,2370.0,8113.0,1088000
3.0,1.0,1210.0,33919.0,1.0,0.0,0.0,2.0,1210.0,0.0,0.0,47.4375,1640.0,14910.0,290000
3.0,2.5,2340.0,10005.0,1.0,0.0,0.0,3.0,1460.0,880.0,0.0,47.4431,2250.0,8162.0,375000
3.0,1.0,1670.0,4005.0,1.5,0.0,0.0,2.0,1170.0,500.0,0.0,47.6878,1240.0,4005.0,460000
2.0,1.75,1240.0,2493.0,1.0,0.0,0.0,3.0,1240.0,0.0,0.0,47.3813,1270.0,4966.0,188500
4.0,2.5,3140.0,28037.0,2.0,0.0,0.0,3.0,3140.0,0.0,0.0,47.7304,2990.0,35001.0,680000
5.0,2.25,2030.0,12342.0,1.4907683290187075,0.0,0.0,2.0,2030.0,0.0,0.0,47.6417,2500.0,9433.0,470000
4.0,2.25,2310.0,9624.0,1.4907683290187075,0.0,0.0,3.0,2310.0,0.0,0.0,47.5386,1940.0,9636.0,597750
3.0,1.75,1260.0,3328.0,1.0,0.0,0.0,1.0,700.0,293.1881173594132,0.0,47.6823,1380.0,3536.0,570000
3.0,1.75,1540.0,12600.0,1.0,0.0,0.0,2.0,1160.0,380.0,0.0,47.3624,1540.0,11656.0,272500
3.0,1.75,2080.0,5969.0,1.0,0.0,2.0,2.0,1080.0,1000.0,0.0,47.5474,2090.0,5500.0,329950
4.0,2.5,3230.0,16171.0,2.0,0.0,3.0,3.0,2520.0,710.0,0.0,47.3183,2640.0,8517.0,480000
3.0,3.5,4380.0,6350.0,2.0,0.0,0.0,3.0,2780.0,1600.0,1,47.6981,1830.0,6350.0,740500
3.0,3.5,1590.0,1102.0,3.0,0.0,0.0,3.0,1590.0,0.0,0.0,47.6824,1620.0,3166.0,518500
2.0,1.0,880.0,7620.0,1.0,0.0,0.0,1.0,880.0,0.0,0.0,47.5009,1840.0,6780.0,205425
4.0,2.0,1570.0,9600.0,1.0,0.0,0.0,1.0,1570.0,0.0,0.0,47.4965,1880.0,9000.0,171800
4.0,1.0,1610.0,2982.0,1.5,0.0,0.0,2.0,1610.0,0.0,0.0,47.586999999999996,1610.0,4040.0,535000
3.0,2.25,2400.0,6474.0,1.0,0.0,2.0,3.0,1560.0,840.0,0.0,47.7728,2340.0,10856.0,660000
3.0,2.0,1910.0,7620.0,1.0,0.0,0.0,2.0,1450.0,0.0,0.0,47.7288,1580.0,9104.0,391500
2.0,1.0,770.0,6000.0,1.0,0.0,0.0,1.0,770.0,0.0,0.0,47.6999,1710.0,7620.0,395000
4.0,1.75,2100.0,4400.0,1.5,0.0,0.0,2.0,1720.0,380.0,0.0,47.5299,1850.0,4400.0,445000
3.0,2.25,1910.0,10204.0,2.0,0.0,0.0,3.0,2910.0,0.0,0.0,47.6897,2700.0,13992.0,770000
4.0,2.75,2750.0,17789.0,1.5,0.0,0.0,3.0,1980.0,293.1881173594132,1,47.6141,3060.0,11275.0,1450000
3.0,2.25,2100.0,8201.0,1.0,0.0,2.0,3.0,1620.0,480.0,0.0,47.5091,1840.0,8712.0,445000
4.0,2.25,2160.0,8811.0,1.0,0.0,0.0,3.0,1360.0,800.0,0.0,47.3129,2090.0,8400.0,260000
5.0,3.5,2320.0,4960.0,2.0,0.0,0.0,2.0,1720.0,600.0,0.0,47.6763,1840.0,7620.0,822500
4.0,2.5,2070.0,4310.0,2.0,0.0,0.0,2.5,2070.0,0.0,0.0,47.5319,1970.0,3748.0,430000
3.0,1.75,1060.0,7875.0,1.0,0.0,0.0,2.0,1060.0,0.0,0.0,47.2761,1840.0,7680.0,212000
4.0,2.25,2010.0,9603.0,1.0,0.0,0.0,3.0,1440.0,570.0,0.0,47.5343,2060.0,9793.0,660500
3.0,2.25,3950.0,111078.0,1.5,0.0,0.0,3.0,2460.0,1490.0,0.0,47.5717,2480.0,88500.0,784000
3.0,2.5,2010.0,2287.0,2.0,0.0,0.0,3.0,1390.0,620.0,0.0,47.5517,1690.0,1662.0,453246
4.0,3.5,2140.0,2278.0,3.0,0.0,0.0,3.0,2140.0,0.0,0.0,47.6734,1540.0,2285.0,675000
3.0,1.75,1320.0,17390.0,1.0,0.0,0.0,2.0,1320.0,0.0,0.0,47.3257,1550.0,19265.0,199000
4.0,1.75,2020.0,7840.0,1.0,0.0,0.0,2.0,1010.0,1010.0,0.0,47.3309,1750.0,8140.0,220000
4.0,2.25,2590.0,10002.0,1.0,0.0,0.0,3.0,1560.0,1250.0,0.0,47.7689,1550.0,10436.0,452000
2.0,1.0,1190.0,4440.0,1.0,0.0,0.0,1.0,1560.0,293.1881173594132,0.0,47.7135,1060.0,5715.0,382500
3.0,2.25,1170.0,1249.0,3.0,0.0,0.0,3.0,1170.0,0.0,0.0,47.6722,1350.0,1310.0,519950
2.0,1.0,1110.0,3200.0,1.4907683290187075,0.0,0.0,2.0,1110.0,0.0,0.0,47.5717,1170.0,3600.0,665000
5.0,2.5,2820.0,9375.0,1.0,0.0,0.0,3.0,1550.0,1270.0,0,47.5707,2820.0,9375.0,527700
3.0,1.0,1910.0,8579.0,1.0,0.0,0.0,2.0,1010.0,600.0,0.0,47.5717,1610.0,8579.0,205000
3.0,1.0,1060.0,8097.0,1.0,0.0,0.0,2.0,940.0,120.0,0.0,47.7144,1560.0,7620.0,420000
4.0,2.25,1910.0,8517.0,1.0,0.0,0.0,3.0,1380.0,650.0,0,47.5495,2230.0,8824.0,500000
4.0,2.5,3670.0,315374.0,2.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.7421,2840.0,87991.0,921500
4.0,1.0,2550.0,4000.0,2.0,0.0,0.0,3.0,2370.0,180.0,0.0,47.6354,2200.0,4000.0,890000
2.0,2.5,2420.0,60984.0,2.0,0.0,0.0,2.0,2420.0,0.0,0.0,47.5262,1940.0,193842.0,430000
5.0,2.0,2260.0,12500.0,1.0,0.0,0.0,3.0,1130.0,1130.0,0.0,47.3887,1360.0,18000.0,258000
3.0,1.0,1910.0,3455.0,1.0,0.0,0.0,2.0,980.0,293.1881173594132,0.0,47.6873,1450.0,4599.0,511000
3.0,2.0,1360.0,3090.0,2.0,0.0,0.0,3.0,1360.0,0.0,0.0,47.6838,1500.0,3090.0,532170
3.0,1.0,1110.0,5000.0,1.4907683290187075,0.0,0.0,2.0,1110.0,0.0,0.0,47.655,1420.0,7620.0,560000
3.0,1.0,1250.0,8200.0,1.0,0.0,0.0,2.0,1250.0,0.0,0.0,47.5717,1680.0,8633.0,282950
4.0,3.25,5180.0,19850.0,2.0,0.0,3.0,4.0,3540.0,1640.0,0.0,47.5717,3160.0,9750.0,2250000
1.0,1.0,700.0,5100.0,1.0,0.0,0.0,2.0,700.0,0.0,0.0,47.678999999999995,1010.0,5100.0,350000
3.0,1.0,1180.0,7669.0,1.0,0.0,0.0,2.0,1180.0,0.0,0.0,47.4479,1190.0,7669.0,215000
5.0,3.5,3960.0,25245.0,2.0,0.0,0.0,3.0,2500.0,1460.0,0.0,47.525,2640.0,13675.0,650000
3.0,2.75,1910.0,7620.0,1.0,0.0,0.0,3.0,1560.0,1020.0,0.0,47.3135,1980.0,7875.0,320000
3.0,2.0,1270.0,7198.0,1.5,0.0,0.0,2.0,1560.0,0.0,1,47.2086,1160.0,7198.0,247000
4.0,1.75,1910.0,11180.0,1.0,0.0,0.0,3.0,1760.0,0.0,0.0,47.4715,1730.0,11180.0,320000
5.0,2.25,2060.0,8632.0,1.0,0.0,0.0,2.0,1030.0,1030.0,0.0,47.4877,1010.0,11680.0,255000
3.0,1.75,1780.0,9660.0,1.0,0.0,0.0,2.0,1780.0,0.0,0.0,47.7171,1200.0,9660.0,438000
3.0,2.5,3400.0,16603.0,2.0,0.0,0.0,3.0,3400.0,0.0,0.0,47.6012,3400.0,12601.0,900000
3.0,2.75,1910.0,7280.0,1.0,0.0,0.0,2.0,1160.0,750.0,0.0,47.7319,1710.0,8152.0,441000
3.0,2.0,2020.0,38332.0,1.0,0.0,0.0,2.0,1010.0,1010.0,0.0,47.5717,2110.0,36590.0,420000
3.0,2.25,1580.0,7000.0,1.0,0.0,0.0,2.0,1560.0,400.0,0.0,47.7209,1640.0,7500.0,370000
3.0,1.75,1910.0,7250.0,1.0,0.0,0.0,1.0,700.0,640.0,0.0,47.408,1830.0,9750.0,269950
4.0,2.5,2680.0,4499.0,2.0,0.0,0.0,3.0,2680.0,0.0,0.0,47.565,2920.0,4500.0,807100
3.0,2.5,2680.0,9750.0,1.0,0.0,0.0,3.0,1610.0,1070.0,0.0,47.7028,2480.0,8750.0,653000
3.0,2.0,1370.0,8336.0,1.0,0.0,0.0,2.0,1370.0,293.1881173594132,0.0,47.7458,1770.0,7288.0,371500
3.0,1.75,1560.0,21000.0,1.0,0.0,0.0,2.0,1560.0,0.0,0.0,47.4776,1070.0,7920.0,284000
3.0,2.25,2160.0,7140.0,1.0,0.0,0.0,2.0,1670.0,490.0,0.0,47.5717,1930.0,7350.0,272000
3.0,1.5,1340.0,7912.0,1.5,0.0,0.0,2.0,1340.0,0.0,0,47.7658,1480.0,7940.0,313000
4.0,2.5,3880.0,35003.0,2.0,0.0,0.0,3.0,2570.0,1310.0,0.0,47.5717,3740.0,35230.0,917500
4.0,2.25,2590.0,8190.0,2.0,0.0,0.0,2.5,2590.0,0.0,0.0,47.5619,2260.0,8335.0,673000
3.0,2.5,1120.0,1100.0,2.0,0.0,0.0,3.0,820.0,300.0,0.0,47.6106,1590.0,1795.0,425000
5.0,2.75,1970.0,5400.0,1.0,0.0,0.0,2.0,1560.0,650.0,0.0,47.5868,1280.0,2150.0,399950
3.0,1.0,1220.0,4800.0,1.0,0.0,0.0,1.0,1220.0,0.0,0.0,47.6101,1200.0,4800.0,385000
3.0,1.5,1950.0,7560.0,1.0,0.0,2.0,2.0,1320.0,630.0,0.0,47.1976,1950.0,8941.0,269950
2.0,1.0,1350.0,7620.0,1.0,0.0,0.0,2.0,1060.0,290.0,0.0,47.7224,1540.0,8280.0,330000
3.0,2.5,1670.0,7620.0,2.0,0.0,0.0,2.0,1670.0,0.0,0.0,47.3505,1840.0,6183.0,260000
4.0,3.0,2380.0,5125.0,1.5,0.0,0.0,2.0,1680.0,700.0,0.0,47.5717,1410.0,5375.0,470000
4.0,3.0,2440.0,9600.0,2.0,0.0,0.0,2.0,2440.0,0.0,0.0,47.7044,2290.0,9600.0,589000
2.0,1.5,1050.0,3419.0,2.0,0.0,0.0,2.0,1050.0,0.0,0,47.3848,1050.0,3417.0,163500
4.0,2.75,3130.0,13412.0,2.0,0.0,0.0,3.0,2140.0,990.0,0,47.6993,2260.0,9984.0,835000
5.0,3.0,4090.0,12850.0,1.0,0.0,0.0,3.0,2090.0,2000.0,0.0,47.6627,2540.0,10270.0,1095000
4.0,1.75,1490.0,10000.0,1.0,0.0,0.0,3.0,1100.0,390.0,0.0,47.3099,2190.0,8910.0,269000
3.0,2.25,1900.0,8744.0,2.0,0.0,0.0,3.0,1900.0,0.0,0.0,47.62,2030.0,8744.0,560000
4.0,1.0,1910.0,2400.0,1.5,0.0,0.0,1.0,1330.0,0.0,0.0,47.65,1330.0,4400.0,615000
3.0,2.25,1910.0,10026.0,1.0,0.0,0.0,3.0,1430.0,800.0,0.0,47.6647,2230.0,9340.0,585188
3.0,1.75,1650.0,7620.0,1.0,0.0,0.0,2.0,1220.0,430.0,0.0,47.726000000000006,1540.0,8400.0,305000
3.0,1.0,1190.0,8820.0,1.0,0.0,0.0,1.0,1190.0,0.0,0.0,47.4616,1230.0,7620.0,166950
3.0,2.5,2140.0,9897.0,1.0,0.0,0.0,3.0,1560.0,0.0,0.0,47.5505,2680.0,10083.0,799000
3.0,2.5,2180.0,7508.0,1.0,0.0,0.0,2.0,1420.0,760.0,0.0,47.7606,1900.0,7620.0,400000
3.0,1.0,1060.0,10228.0,1.0,0.0,0.0,2.0,1060.0,0.0,0.0,47.7481,1570.0,10228.0,230000
3.0,2.5,1690.0,5025.0,2.0,0.0,0.0,3.0,1690.0,0.0,0,47.2779,2550.0,5001.0,256883
4.0,2.0,1970.0,6480.0,1.5,0.0,0.0,2.0,1130.0,840.0,0.0,47.5511,1500.0,6480.0,423000
3.0,2.25,2150.0,7620.0,2.0,0.0,0.0,3.0,2150.0,293.1881173594132,0.0,47.5488,1750.0,7620.0,465000
3.0,2.5,1910.0,66211.0,2.0,0.0,0.0,2.0,1560.0,0.0,0.0,47.5385,2330.0,67268.0,440000
3.0,1.75,1350.0,155073.0,1.0,0.0,0.0,2.0,1350.0,0.0,0.0,47.4058,1560.0,50965.0,385000
3.0,2.25,860.0,11725.0,1.0,0.0,0.0,1.0,860.0,0.0,0.0,47.5093,1300.0,9514.0,210000
3.0,2.5,1940.0,14952.0,2.0,0.0,0.0,3.0,1940.0,0.0,0.0,47.3777,2030.0,10450.0,297000
3.0,1.0,1010.0,5000.0,1.0,0.0,0.0,2.0,1010.0,0.0,0.0,47.675,1680.0,5000.0,470000
3.0,1.5,1300.0,7370.0,1.0,0.0,0.0,2.0,900.0,400.0,0.0,47.5717,1430.0,7500.0,226500
3.0,1.0,910.0,7620.0,1.0,0.0,0.0,1.0,910.0,0.0,0.0,47.4787,1400.0,8040.0,274250
3.0,1.75,2480.0,11010.0,1.0,0.0,0.0,3.0,1630.0,850.0,0.0,47.5378,2770.0,10744.0,840000
3.0,2.5,2440.0,4587.0,2.0,0.0,0.0,3.0,2440.0,0.0,0.0,47.7073,2750.0,4587.0,677900
3.0,1.0,1010.0,5864.0,1.0,0.0,0.0,2.0,1010.0,0.0,0.0,47.5733,1290.0,5000.0,425000
2.0,0.75,900.0,9600.0,1.0,0.0,0.0,1.0,900.0,0.0,0.0,47.4604,1250.0,14280.0,180250
6.0,3.0,2300.0,3404.0,2.0,0.0,0.0,2.0,1600.0,293.1881173594132,1,47.7067,1560.0,1312.0,464000
4.0,2.25,1550.0,7579.0,2.0,0.0,0.0,3.0,1550.0,0.0,0.0,47.354,1630.0,6397.0,320000
3.0,2.25,1270.0,7620.0,1.4907683290187075,0.0,0.0,3.0,1560.0,210.0,0.0,47.6647,1160.0,1327.0,625504
